type,lines,run,accuracy,thinking_length,non_thinking_length,problem_id
pseudo_thinking,1,1,100.0,2744,0,1986-3
pseudo_thinking,1,1,100.0,6766,0,1986-5
pseudo_thinking,1,1,100.0,6943,0,1986-6
pseudo_thinking,1,1,100.0,8357,0,1986-7
pseudo_thinking,1,1,100.0,5597,0,1986-8
pseudo_thinking,1,1,100.0,31582,0,1986-9
pseudo_thinking,1,1,0.0,36751,0,1986-10
pseudo_thinking,1,1,100.0,24759,0,1986-11
pseudo_thinking,1,1,0.0,35520,0,1986-12
pseudo_thinking,1,1,0.0,54411,0,1986-13
pseudo_thinking,1,1,0.0,37850,0,1986-14
pseudo_thinking,1,1,0.0,36173,0,1986-15
pseudo_thinking,1,1,100.0,3876,0,1987-1
pseudo_thinking,1,1,100.0,11512,0,1987-2
pseudo_thinking,1,1,100.0,11377,0,1987-3
pseudo_thinking,1,1,100.0,10103,0,1987-4
pseudo_thinking,1,1,100.0,5298,0,1987-5
pseudo_thinking,1,1,0.0,42905,0,1987-6
pseudo_thinking,1,1,100.0,15867,0,1987-7
pseudo_thinking,1,1,100.0,35842,0,1987-8
pseudo_thinking,1,1,100.0,11471,0,1987-9
pseudo_thinking,1,1,100.0,9364,0,1987-10
pseudo_thinking,1,1,100.0,36714,0,1987-11
pseudo_thinking,1,1,0.0,26233,0,1987-12
pseudo_thinking,1,1,0.0,37292,0,1987-14
pseudo_thinking,1,1,0.0,53489,0,1987-15
pseudo_thinking,1,1,100.0,9485,0,1988-2
pseudo_thinking,1,1,100.0,3118,0,1988-3
pseudo_thinking,1,1,100.0,5139,0,1988-5
pseudo_thinking,1,1,0.0,30527,0,1988-7
pseudo_thinking,1,1,100.0,5518,0,1988-8
pseudo_thinking,1,1,100.0,11314,0,1988-9
pseudo_thinking,1,1,100.0,10418,0,1988-10
pseudo_thinking,1,1,100.0,13211,0,1988-13
pseudo_thinking,1,1,100.0,23230,0,1988-14
pseudo_thinking,1,1,0.0,59739,0,1988-15
pseudo_thinking,1,1,0.0,1946,0,1989-1
pseudo_thinking,1,1,100.0,3394,0,1989-2
pseudo_thinking,1,1,100.0,10866,0,1989-4
pseudo_thinking,1,1,100.0,3246,0,1989-5
pseudo_thinking,1,1,100.0,5872,0,1989-7
pseudo_thinking,1,1,100.0,6565,0,1989-8
pseudo_thinking,1,1,100.0,8468,0,1989-9
pseudo_thinking,1,1,100.0,34056,0,1989-11
pseudo_thinking,1,1,0.0,25763,0,1989-13
pseudo_thinking,1,1,100.0,11101,0,1990-1
pseudo_thinking,1,1,100.0,8240,0,1990-2
pseudo_thinking,1,1,0.0,40154,0,1990-3
pseudo_thinking,1,1,100.0,10048,0,1990-5
pseudo_thinking,1,1,0.0,10235,0,1990-6
pseudo_thinking,1,1,100.0,8438,0,1990-7
pseudo_thinking,1,1,100.0,8047,0,1990-9
pseudo_thinking,1,1,100.0,25749,0,1990-10
pseudo_thinking,1,1,0.0,29422,0,1990-11
pseudo_thinking,1,2,100.0,4796,0,1983-1
pseudo_thinking,1,2,100.0,8274,0,1983-2
pseudo_thinking,1,2,100.0,9798,0,1983-3
pseudo_thinking,1,2,100.0,13863,0,1983-4
pseudo_thinking,1,2,100.0,4943,0,1983-5
pseudo_thinking,1,2,100.0,12553,0,1983-6
pseudo_thinking,1,2,0.0,25537,0,1983-7
pseudo_thinking,1,2,100.0,11823,0,1983-8
pseudo_thinking,1,2,100.0,6607,0,1983-9
pseudo_thinking,1,2,0.0,43474,0,1983-10
pseudo_thinking,1,2,0.0,41834,0,1983-11
pseudo_thinking,1,2,100.0,6953,0,1983-12
pseudo_thinking,1,2,100.0,22674,0,1983-13
pseudo_thinking,1,2,100.0,9804,0,1983-14
pseudo_thinking,1,2,0.0,43936,0,1983-15
pseudo_thinking,1,2,100.0,10459,0,1984-1
pseudo_thinking,1,2,100.0,8909,0,1984-2
pseudo_thinking,1,2,100.0,26566,0,1984-3
pseudo_thinking,1,2,100.0,8662,0,1984-4
pseudo_thinking,1,2,100.0,5573,0,1984-5
pseudo_thinking,1,2,100.0,11876,0,1984-6
pseudo_thinking,1,2,100.0,14820,0,1984-7
pseudo_thinking,1,2,100.0,28405,0,1984-8
pseudo_thinking,1,2,100.0,10206,0,1984-9
pseudo_thinking,1,2,0.0,42449,0,1984-10
pseudo_thinking,1,2,100.0,6657,0,1984-11
pseudo_thinking,1,2,0.0,13950,0,1984-12
pseudo_thinking,1,2,100.0,6157,0,1984-13
pseudo_thinking,1,2,100.0,16815,0,1984-14
pseudo_thinking,1,2,100.0,15210,0,1985-1
pseudo_thinking,1,2,100.0,4068,0,1985-2
pseudo_thinking,1,2,100.0,6260,0,1985-3
pseudo_thinking,1,2,0.0,35353,0,1985-4
pseudo_thinking,1,2,100.0,8352,0,1985-5
pseudo_thinking,1,2,0.0,54299,0,1985-6
pseudo_thinking,1,2,100.0,4539,0,1985-7
pseudo_thinking,1,2,100.0,20318,0,1985-8
pseudo_thinking,1,2,100.0,5512,0,1985-9
pseudo_thinking,1,2,0.0,15569,0,1985-10
pseudo_thinking,1,2,100.0,6098,0,1985-11
pseudo_thinking,1,2,100.0,18284,0,1985-12
pseudo_thinking,1,2,0.0,22691,0,1985-13
pseudo_thinking,1,2,0.0,23187,0,1985-14
pseudo_thinking,1,2,0.0,56733,0,1985-15
pseudo_thinking,1,2,100.0,3155,0,1986-1
pseudo_thinking,1,2,100.0,16819,0,1986-2
pseudo_thinking,1,2,100.0,2492,0,1986-3
pseudo_thinking,1,2,100.0,1024,0,1986-5
pseudo_thinking,1,2,100.0,6503,0,1986-6
pseudo_thinking,1,2,100.0,7074,0,1986-7
pseudo_thinking,1,2,100.0,16292,0,1986-8
pseudo_thinking,1,2,0.0,10578,0,1986-9
pseudo_thinking,1,2,100.0,7147,0,1986-10
pseudo_thinking,1,2,100.0,19092,0,1986-11
pseudo_thinking,1,2,0.0,39588,0,1986-12
pseudo_thinking,1,2,0.0,52373,0,1986-13
pseudo_thinking,1,2,0.0,42410,0,1986-14
pseudo_thinking,1,2,0.0,35230,0,1986-15
pseudo_thinking,1,2,100.0,5761,0,1987-1
pseudo_thinking,1,2,100.0,9485,0,1987-2
pseudo_thinking,1,2,100.0,9414,0,1987-3
pseudo_thinking,1,2,100.0,14942,0,1987-4
pseudo_thinking,1,2,100.0,5331,0,1987-5
pseudo_thinking,1,2,0.0,42491,0,1987-6
pseudo_thinking,1,2,100.0,11471,0,1987-7
pseudo_thinking,1,2,100.0,16500,0,1987-8
pseudo_thinking,1,2,100.0,11696,0,1987-9
pseudo_thinking,1,2,0.0,15496,0,1987-10
pseudo_thinking,1,2,100.0,17089,0,1987-11
pseudo_thinking,1,2,100.0,14773,0,1987-12
pseudo_thinking,1,2,100.0,10578,0,1987-14
pseudo_thinking,1,2,0.0,39367,0,1987-15
pseudo_thinking,1,2,100.0,7870,0,1988-2
pseudo_thinking,1,2,100.0,7238,0,1988-3
pseudo_thinking,1,2,100.0,3590,0,1988-5
pseudo_thinking,1,2,100.0,19979,0,1988-7
pseudo_thinking,1,2,0.0,8856,0,1988-8
pseudo_thinking,1,2,0.0,6634,0,1988-9
pseudo_thinking,1,2,100.0,7652,0,1988-10
pseudo_thinking,1,2,100.0,7910,0,1988-13
pseudo_thinking,1,2,100.0,12604,0,1988-14
pseudo_thinking,1,2,0.0,54412,0,1988-15
pseudo_thinking,1,2,100.0,2751,0,1989-1
pseudo_thinking,1,2,100.0,4584,0,1989-2
pseudo_thinking,1,2,100.0,25475,0,1989-4
pseudo_thinking,1,2,100.0,3676,0,1989-5
pseudo_thinking,1,2,100.0,5002,0,1989-7
pseudo_thinking,1,2,100.0,6981,0,1989-8
pseudo_thinking,1,2,100.0,15331,0,1989-9
pseudo_thinking,1,2,0.0,20669,0,1989-11
pseudo_thinking,1,2,100.0,28183,0,1989-13
pseudo_thinking,1,2,100.0,5542,0,1990-1
pseudo_thinking,1,2,100.0,5645,0,1990-2
pseudo_thinking,1,2,100.0,11317,0,1990-3
pseudo_thinking,1,2,100.0,11418,0,1990-5
pseudo_thinking,1,2,100.0,9171,0,1990-6
pseudo_thinking,1,2,100.0,6502,0,1990-7
pseudo_thinking,1,2,100.0,8531,0,1990-9
pseudo_thinking,1,2,100.0,28628,0,1990-10
pseudo_thinking,1,2,0.0,36385,0,1990-11
pseudo_thinking,1,3,100.0,3736,0,1983-1
pseudo_thinking,1,3,100.0,11604,0,1983-2
pseudo_thinking,1,3,100.0,4735,0,1983-3
pseudo_thinking,1,3,0.0,45273,0,1983-4
pseudo_thinking,1,3,0.0,23021,0,1983-5
pseudo_thinking,1,3,100.0,5320,0,1983-6
pseudo_thinking,1,3,100.0,15176,0,1983-7
pseudo_thinking,1,3,100.0,11010,0,1983-8
pseudo_thinking,1,3,100.0,17529,0,1983-9
pseudo_thinking,1,3,100.0,41103,0,1983-10
pseudo_thinking,1,3,0.0,47297,0,1983-11
pseudo_thinking,1,3,100.0,8130,0,1983-12
pseudo_thinking,1,3,100.0,20060,0,1983-13
pseudo_thinking,1,3,100.0,25249,0,1983-14
pseudo_thinking,1,3,100.0,27061,0,1983-15
pseudo_thinking,1,3,100.0,6508,0,1984-1
pseudo_thinking,1,3,100.0,7848,0,1984-2
pseudo_thinking,1,3,100.0,15313,0,1984-3
pseudo_thinking,1,3,100.0,9724,0,1984-4
pseudo_thinking,1,3,100.0,5224,0,1984-5
pseudo_thinking,1,3,0.0,40350,0,1984-6
pseudo_thinking,1,3,0.0,28984,0,1984-7
pseudo_thinking,1,3,100.0,11590,0,1984-8
pseudo_thinking,1,3,100.0,22107,0,1984-9
pseudo_thinking,1,3,0.0,31944,0,1984-10
pseudo_thinking,1,3,100.0,9090,0,1984-11
pseudo_thinking,1,3,0.0,25453,0,1984-12
pseudo_thinking,1,3,100.0,8962,0,1984-13
pseudo_thinking,1,3,0.0,10804,0,1984-14
pseudo_thinking,1,3,100.0,8707,0,1985-1
pseudo_thinking,1,3,100.0,4187,0,1985-2
pseudo_thinking,1,3,100.0,5602,0,1985-3
pseudo_thinking,1,3,100.0,29015,0,1985-4
pseudo_thinking,1,3,100.0,8836,0,1985-5
pseudo_thinking,1,3,0.0,48907,0,1985-6
pseudo_thinking,1,3,100.0,4073,0,1985-7
pseudo_thinking,1,3,100.0,12411,0,1985-8
pseudo_thinking,1,3,100.0,7915,0,1985-9
pseudo_thinking,1,3,0.0,38812,0,1985-10
pseudo_thinking,1,3,100.0,18074,0,1985-11
pseudo_thinking,1,3,100.0,26255,0,1985-12
pseudo_thinking,1,3,100.0,8081,0,1985-13
pseudo_thinking,1,3,0.0,47637,0,1985-14
pseudo_thinking,1,3,0.0,56840,0,1985-15
pseudo_thinking,1,3,100.0,2924,0,1986-1
pseudo_thinking,1,3,100.0,8388,0,1986-2
pseudo_thinking,1,3,100.0,2420,0,1986-3
pseudo_thinking,1,3,100.0,5428,0,1986-5
pseudo_thinking,1,3,100.0,6389,0,1986-6
pseudo_thinking,1,3,100.0,8531,0,1986-7
pseudo_thinking,1,3,100.0,3618,0,1986-8
pseudo_thinking,1,3,0.0,30439,0,1986-9
pseudo_thinking,1,3,100.0,12788,0,1986-10
pseudo_thinking,1,3,100.0,18832,0,1986-11
pseudo_thinking,1,3,0.0,37027,0,1986-12
pseudo_thinking,1,3,0.0,56727,0,1986-13
pseudo_thinking,1,3,0.0,42374,0,1986-14
pseudo_thinking,1,3,0.0,34988,0,1986-15
pseudo_thinking,1,3,100.0,11016,0,1987-1
pseudo_thinking,1,3,100.0,3877,0,1987-2
pseudo_thinking,1,3,100.0,11525,0,1987-3
pseudo_thinking,1,3,100.0,9047,0,1987-4
pseudo_thinking,1,3,0.0,19112,0,1987-5
pseudo_thinking,1,3,0.0,46273,0,1987-6
pseudo_thinking,1,3,100.0,10912,0,1987-7
pseudo_thinking,1,3,100.0,38017,0,1987-8
pseudo_thinking,1,3,100.0,13140,0,1987-9
pseudo_thinking,1,3,100.0,10986,0,1987-10
pseudo_thinking,1,3,100.0,13819,0,1987-11
pseudo_thinking,1,3,100.0,15279,0,1987-12
pseudo_thinking,1,3,100.0,12744,0,1987-14
pseudo_thinking,1,3,0.0,44808,0,1987-15
pseudo_thinking,1,3,100.0,10606,0,1988-2
pseudo_thinking,1,3,100.0,3964,0,1988-3
pseudo_thinking,1,3,100.0,3447,0,1988-5
pseudo_thinking,1,3,100.0,20622,0,1988-7
pseudo_thinking,1,3,100.0,17013,0,1988-8
pseudo_thinking,1,3,0.0,36280,0,1988-9
pseudo_thinking,1,3,100.0,18727,0,1988-10
pseudo_thinking,1,3,100.0,17281,0,1988-13
pseudo_thinking,1,3,100.0,8391,0,1988-14
pseudo_thinking,1,3,0.0,58644,0,1988-15
pseudo_thinking,1,3,100.0,5267,0,1989-1
pseudo_thinking,1,3,100.0,5976,0,1989-2
pseudo_thinking,1,3,100.0,7945,0,1989-4
pseudo_thinking,1,3,100.0,4204,0,1989-5
pseudo_thinking,1,3,100.0,8221,0,1989-7
pseudo_thinking,1,3,100.0,6846,0,1989-8
pseudo_thinking,1,3,100.0,10949,0,1989-9
pseudo_thinking,1,3,0.0,41109,0,1989-11
pseudo_thinking,1,3,0.0,51418,0,1989-13
pseudo_thinking,1,3,100.0,15363,0,1990-1
pseudo_thinking,1,3,100.0,7266,0,1990-2
pseudo_thinking,1,3,100.0,11622,0,1990-3
pseudo_thinking,1,3,100.0,16450,0,1990-5
pseudo_thinking,1,3,100.0,5979,0,1990-6
pseudo_thinking,1,3,100.0,3632,0,1990-7
pseudo_thinking,1,3,100.0,3349,0,1990-9
pseudo_thinking,1,3,100.0,46237,0,1990-10
pseudo_thinking,1,3,0.0,34447,0,1990-11
pseudo_thinking,1,4,100.0,6572,0,1983-1
pseudo_thinking,1,4,100.0,7029,0,1983-2
pseudo_thinking,1,4,100.0,5664,0,1983-3
pseudo_thinking,1,4,0.0,19382,0,1983-4
pseudo_thinking,1,4,100.0,4980,0,1983-5
pseudo_thinking,1,4,100.0,22083,0,1983-6
pseudo_thinking,1,4,0.0,46711,0,1983-7
pseudo_thinking,1,4,100.0,21627,0,1983-8
pseudo_thinking,1,4,100.0,5978,0,1983-9
pseudo_thinking,1,4,100.0,50183,0,1983-10
pseudo_thinking,1,4,100.0,21860,0,1983-11
pseudo_thinking,1,4,100.0,10787,0,1983-12
pseudo_thinking,1,4,100.0,37411,0,1983-13
pseudo_thinking,1,4,100.0,11647,0,1983-14
pseudo_thinking,1,4,0.0,45143,0,1983-15
pseudo_thinking,1,4,100.0,10962,0,1984-1
pseudo_thinking,1,4,100.0,10676,0,1984-2
pseudo_thinking,1,4,100.0,17110,0,1984-3
pseudo_thinking,1,4,100.0,14590,0,1984-4
pseudo_thinking,1,4,100.0,5475,0,1984-5
pseudo_thinking,1,4,100.0,50095,0,1984-6
pseudo_thinking,1,4,0.0,30408,0,1984-7
pseudo_thinking,1,4,100.0,6733,0,1984-8
pseudo_thinking,1,4,100.0,25888,0,1984-9
pseudo_thinking,1,4,0.0,39252,0,1984-10
pseudo_thinking,1,4,100.0,7610,0,1984-11
pseudo_thinking,1,4,100.0,18622,0,1984-12
pseudo_thinking,1,4,100.0,10005,0,1984-13
pseudo_thinking,1,4,100.0,12917,0,1984-14
pseudo_thinking,1,4,100.0,6471,0,1985-1
pseudo_thinking,1,4,100.0,3068,0,1985-2
pseudo_thinking,1,4,100.0,3812,0,1985-3
pseudo_thinking,1,4,0.0,42031,0,1985-4
pseudo_thinking,1,4,100.0,15836,0,1985-5
pseudo_thinking,1,4,0.0,33072,0,1985-6
pseudo_thinking,1,4,100.0,3640,0,1985-7
pseudo_thinking,1,4,100.0,8314,0,1985-8
pseudo_thinking,1,4,100.0,8173,0,1985-9
pseudo_thinking,1,4,0.0,14005,0,1985-10
pseudo_thinking,1,4,100.0,16387,0,1985-11
pseudo_thinking,1,4,100.0,7015,0,1985-12
pseudo_thinking,1,4,100.0,5975,0,1985-13
pseudo_thinking,1,4,0.0,14312,0,1985-14
pseudo_thinking,1,4,0.0,50073,0,1985-15
pseudo_thinking,1,4,100.0,4033,0,1986-1
pseudo_thinking,1,4,100.0,5364,0,1986-2
pseudo_thinking,1,4,100.0,1967,0,1986-3
pseudo_thinking,1,4,100.0,5467,0,1986-5
pseudo_thinking,1,4,100.0,6757,0,1986-6
pseudo_thinking,1,4,100.0,13339,0,1986-7
pseudo_thinking,1,4,100.0,10803,0,1986-8
pseudo_thinking,1,4,0.0,29024,0,1986-9
pseudo_thinking,1,4,0.0,41726,0,1986-10
pseudo_thinking,1,4,0.0,36626,0,1986-11
pseudo_thinking,1,4,100.0,26083,0,1986-12
pseudo_thinking,1,4,0.0,31764,0,1986-13
pseudo_thinking,1,4,100.0,26707,0,1986-14
pseudo_thinking,1,4,0.0,31395,0,1986-15
pseudo_thinking,1,4,100.0,7730,0,1987-1
pseudo_thinking,1,4,100.0,5009,0,1987-2
pseudo_thinking,1,4,100.0,8953,0,1987-3
pseudo_thinking,1,4,100.0,10980,0,1987-4
pseudo_thinking,1,4,100.0,6000,0,1987-5
pseudo_thinking,1,4,0.0,30265,0,1987-6
pseudo_thinking,1,4,100.0,13094,0,1987-7
pseudo_thinking,1,4,0.0,37066,0,1987-8
pseudo_thinking,1,4,100.0,10943,0,1987-9
pseudo_thinking,1,4,100.0,14005,0,1987-10
pseudo_thinking,1,4,0.0,11076,0,1987-11
pseudo_thinking,1,4,100.0,22033,0,1987-12
pseudo_thinking,1,4,0.0,35401,0,1987-14
pseudo_thinking,1,4,0.0,44450,0,1987-15
pseudo_thinking,1,4,100.0,10531,0,1988-2
pseudo_thinking,1,4,100.0,4478,0,1988-3
pseudo_thinking,1,4,100.0,3567,0,1988-5
pseudo_thinking,1,4,100.0,9525,0,1988-7
pseudo_thinking,1,4,0.0,4007,0,1988-8
pseudo_thinking,1,4,100.0,9870,0,1988-9
pseudo_thinking,1,4,100.0,9326,0,1988-10
pseudo_thinking,1,4,100.0,11634,0,1988-13
pseudo_thinking,1,4,100.0,10823,0,1988-14
pseudo_thinking,1,4,0.0,39868,0,1988-15
pseudo_thinking,1,4,100.0,6711,0,1989-1
pseudo_thinking,1,4,100.0,6092,0,1989-2
pseudo_thinking,1,4,100.0,27554,0,1989-4
pseudo_thinking,1,4,100.0,5291,0,1989-5
pseudo_thinking,1,4,100.0,5138,0,1989-7
pseudo_thinking,1,4,100.0,7964,0,1989-8
pseudo_thinking,1,4,100.0,9278,0,1989-9
pseudo_thinking,1,4,0.0,32454,0,1989-11
pseudo_thinking,1,4,0.0,46049,0,1989-13
pseudo_thinking,1,4,0.0,24962,0,1990-1
pseudo_thinking,1,4,100.0,15164,0,1990-2
pseudo_thinking,1,4,100.0,12897,0,1990-3
pseudo_thinking,1,4,100.0,12614,0,1990-5
pseudo_thinking,1,4,0.0,6346,0,1990-6
pseudo_thinking,1,4,100.0,8816,0,1990-7
pseudo_thinking,1,4,100.0,12215,0,1990-9
pseudo_thinking,1,4,100.0,25153,0,1990-10
pseudo_thinking,1,4,0.0,36871,0,1990-11
pseudo_thinking,1,5,100.0,3487,0,1983-1
pseudo_thinking,1,5,100.0,17090,0,1983-2
pseudo_thinking,1,5,100.0,9049,0,1983-3
pseudo_thinking,1,5,0.0,32545,0,1983-4
pseudo_thinking,1,5,100.0,6712,0,1983-5
pseudo_thinking,1,5,100.0,13757,0,1983-6
pseudo_thinking,1,5,0.0,57566,0,1983-7
pseudo_thinking,1,5,0.0,2243,0,1983-8
pseudo_thinking,1,5,100.0,10231,0,1983-9
pseudo_thinking,1,5,0.0,58200,0,1983-10
pseudo_thinking,1,5,0.0,63491,0,1983-11
pseudo_thinking,1,5,100.0,7464,0,1983-12
pseudo_thinking,1,5,100.0,44081,0,1983-13
pseudo_thinking,1,5,0.0,39198,0,1983-14
pseudo_thinking,1,5,100.0,16584,0,1983-15
pseudo_thinking,1,5,100.0,7590,0,1984-1
pseudo_thinking,1,5,100.0,7317,0,1984-2
pseudo_thinking,1,5,100.0,18179,0,1984-3
pseudo_thinking,1,5,100.0,9938,0,1984-4
pseudo_thinking,1,5,100.0,5141,0,1984-5
pseudo_thinking,1,5,100.0,15247,0,1984-6
pseudo_thinking,1,5,0.0,30590,0,1984-7
pseudo_thinking,1,5,100.0,12821,0,1984-8
pseudo_thinking,1,5,100.0,40916,0,1984-9
pseudo_thinking,1,5,100.0,24921,0,1984-10
pseudo_thinking,1,5,100.0,12754,0,1984-11
pseudo_thinking,1,5,0.0,40242,0,1984-12
pseudo_thinking,1,5,100.0,12020,0,1984-13
pseudo_thinking,1,5,100.0,9043,0,1984-14
pseudo_thinking,1,5,100.0,12822,0,1985-1
pseudo_thinking,1,5,100.0,3897,0,1985-2
pseudo_thinking,1,5,100.0,5047,0,1985-3
pseudo_thinking,1,5,100.0,18787,0,1985-4
pseudo_thinking,1,5,100.0,9964,0,1985-5
pseudo_thinking,1,5,0.0,52328,0,1985-6
pseudo_thinking,1,5,100.0,3958,0,1985-7
pseudo_thinking,1,5,0.0,46994,0,1985-8
pseudo_thinking,1,5,100.0,9561,0,1985-9
pseudo_thinking,1,5,100.0,35419,0,1985-10
pseudo_thinking,1,5,100.0,7586,0,1985-11
pseudo_thinking,1,5,100.0,14984,0,1985-12
pseudo_thinking,1,5,100.0,7917,0,1985-13
pseudo_thinking,1,5,100.0,28981,0,1985-14
pseudo_thinking,1,5,0.0,19469,0,1985-15
pseudo_thinking,1,5,100.0,3379,0,1986-1
pseudo_thinking,1,5,100.0,7795,0,1986-2
pseudo_thinking,1,5,100.0,1898,0,1986-3
pseudo_thinking,1,5,100.0,4937,0,1986-5
pseudo_thinking,1,5,100.0,4727,0,1986-6
pseudo_thinking,1,5,100.0,5610,0,1986-7
pseudo_thinking,1,5,100.0,10137,0,1986-8
pseudo_thinking,1,5,100.0,22347,0,1986-9
pseudo_thinking,1,5,100.0,15983,0,1986-10
pseudo_thinking,1,5,100.0,21779,0,1986-11
pseudo_thinking,1,5,0.0,44628,0,1986-12
pseudo_thinking,1,5,0.0,50516,0,1986-13
pseudo_thinking,1,5,100.0,15241,0,1986-14
pseudo_thinking,1,5,0.0,28401,0,1986-15
pseudo_thinking,1,5,100.0,5830,0,1987-1
pseudo_thinking,1,5,100.0,19040,0,1987-2
pseudo_thinking,1,5,100.0,8421,0,1987-3
pseudo_thinking,1,5,100.0,14735,0,1987-4
pseudo_thinking,1,5,100.0,5695,0,1987-5
pseudo_thinking,1,5,0.0,34938,0,1987-6
pseudo_thinking,1,5,100.0,17104,0,1987-7
pseudo_thinking,1,5,0.0,35558,0,1987-8
pseudo_thinking,1,5,100.0,14084,0,1987-9
pseudo_thinking,1,5,0.0,6916,0,1987-10
pseudo_thinking,1,5,100.0,19740,0,1987-11
pseudo_thinking,1,5,100.0,7810,0,1987-12
pseudo_thinking,1,5,0.0,17077,0,1987-14
pseudo_thinking,1,5,0.0,42572,0,1987-15
pseudo_thinking,1,5,100.0,6311,0,1988-2
pseudo_thinking,1,5,100.0,5015,0,1988-3
pseudo_thinking,1,5,100.0,4479,0,1988-5
pseudo_thinking,1,5,100.0,4034,0,1988-7
pseudo_thinking,1,5,100.0,7019,0,1988-8
pseudo_thinking,1,5,100.0,10542,0,1988-9
pseudo_thinking,1,5,100.0,14723,0,1988-10
pseudo_thinking,1,5,100.0,10023,0,1988-13
pseudo_thinking,1,5,100.0,17499,0,1988-14
pseudo_thinking,1,5,0.0,62595,0,1988-15
pseudo_thinking,1,5,100.0,4401,0,1989-1
pseudo_thinking,1,5,100.0,2826,0,1989-2
pseudo_thinking,1,5,100.0,13755,0,1989-4
pseudo_thinking,1,5,100.0,3672,0,1989-5
pseudo_thinking,1,5,100.0,6060,0,1989-7
pseudo_thinking,1,5,0.0,37975,0,1989-8
pseudo_thinking,1,5,100.0,9849,0,1989-9
pseudo_thinking,1,5,0.0,27863,0,1989-11
pseudo_thinking,1,5,0.0,48635,0,1989-13
pseudo_thinking,1,5,0.0,11132,0,1990-1
pseudo_thinking,1,5,0.0,6458,0,1990-2
pseudo_thinking,1,5,100.0,10699,0,1990-3
pseudo_thinking,1,5,100.0,25988,0,1990-5
pseudo_thinking,1,5,100.0,4270,0,1990-6
pseudo_thinking,1,5,100.0,7424,0,1990-7
pseudo_thinking,1,5,100.0,11258,0,1990-9
pseudo_thinking,1,5,0.0,47999,0,1990-10
pseudo_thinking,1,5,0.0,36346,0,1990-11
pseudo_thinking,10,1,100.0,10333,0,1983-1
pseudo_thinking,10,1,100.0,9103,0,1983-2
pseudo_thinking,10,1,0.0,9159,0,1983-3
pseudo_thinking,10,1,100.0,19806,0,1983-4
pseudo_thinking,10,1,100.0,6403,0,1983-5
pseudo_thinking,10,1,100.0,10058,0,1983-6
pseudo_thinking,10,1,100.0,18551,0,1983-7
pseudo_thinking,10,1,100.0,14060,0,1983-8
pseudo_thinking,10,1,100.0,13377,0,1983-9
pseudo_thinking,10,1,100.0,30973,0,1983-10
pseudo_thinking,10,1,100.0,39493,0,1983-11
pseudo_thinking,10,1,100.0,7230,0,1983-12
pseudo_thinking,10,1,100.0,22551,0,1983-13
pseudo_thinking,10,1,100.0,10105,0,1983-14
pseudo_thinking,10,1,0.0,41184,0,1983-15
pseudo_thinking,10,1,100.0,8898,0,1984-1
